1,-0.00045013
1,-0.00026606
1,-0.00015295
1,-8.5752e-05
1,-4.6989e-05
1,-2.5215e-05
1,-1.3272e-05
1,-6.8634e-06
1,-3.4912e-06
1,-1.749e-06
1,-8.6344e-07
1,0.00046796
1,0.014658
1,0.084535
1,0.2371
1,0.44868
1,0.66613
1,0.84214
1,0.95288
1,0.99759
1,0.99019
1,0.94995
1,0.89483
1,0.83817
1,0.78792
1,0.74751
1,0.71703
1,0.6845
1,0.60786
1,0.45413
1,0.24054
1,0.017827
1,-0.16583
1,-0.28457
1,-0.33606
1,-0.33337
1,-0.29572
1,-0.2415
1,-0.1846
1,-0.13351
1,-0.092069
1,-0.060424
1,-0.024145
1,0.060618
1,0.2228
1,0.44035
1,0.6614
1,0.83953
1,0.95145
1,0.99684
1,0.9898
1,0.94974
1,0.89473
1,0.83812
1,0.7879
1,0.74749
1,0.71703
1,0.68449
1,0.60786
1,0.45413
1,0.24054
1,0.017827
1,-0.16583
1,-0.28457
1,-0.33606
1,-0.33337
1,-0.29572
1,-0.2415
1,-0.1846
1,-0.13351
1,-0.092069
1,-0.060424
1,-0.024145
1,0.060618
1,0.2228
1,0.44035
1,0.6614
1,0.83953
1,0.95145
1,0.99684
1,0.9898
1,0.94974
1,0.89473
1,0.83812
1,0.7879
1,0.74749
1,0.71703
1,0.68449
1,0.60786
1,0.45413
1,0.24054
1,0.017827
1,-0.16583
1,-0.28457
1,-0.33606
1,-0.33337
1,-0.29572
1,-0.2415
1,-0.1846
1,-0.13351
1,-0.092069
1,-0.060424
1,-0.024145
1,0.060618
1,0.2228
1,0.44035
1,0.6614
1,0.83953
1,0.95145
1,0.99684
1,0.9898
1,0.94974
1,0.89473
1,0.83812
1,0.7879
1,0.74749
1,0.71703
1,0.68449
1,0.60786
1,0.45413
1,0.24054
1,0.017827
1,-0.16583
1,-0.28457
1,-0.33606
1,-0.33337
1,-0.29572
1,-0.2415
1,-0.1846
1,-0.13351
1,-0.092069
1,-0.060424
1,-0.024145
1,0.060618
1,0.2228
1,0.44035
1,0.6614
1,0.83953
1,0.95145
1,0.99684
1,0.9898
1,0.94974
1,0.89473
1,0.83812
1,0.7879
1,0.74749
1,0.71703
1,0.68449
1,0.60786
1,0.45413
1,0.24054
1,0.017827
1,-0.16583
1,-0.28457
1,-0.33606
1,-0.33337
1,-0.29572
1,-0.2415
1,-0.1846
1,-0.13351
1,-0.092069
1,-0.060424
1,-0.024145
1,0.060618
1,0.2228
1,0.44035
1,0.6614
1,0.83953
1,0.95145
1,0.99684
1,0.9898
1,0.94974
1,0.89473
1,0.83812
1,0.7879
1,0.74749
1,0.71703
1,0.68449
1,0.60786
1,0.45413
1,0.24054
1,0.017827
1,-0.16583
1,-0.28457
1,-0.33606
1,-0.33337
1,-0.29572
1,-0.2415
1,-0.1846
1,-0.13351
1,-0.092069
1,-0.060424
1,-0.024145
1,0.060618
1,0.2228
1,0.44035
1,0.6614
1,0.83953
1,0.95145
1,0.99684
1,0.9898
1,0.94974
1,0.89473
